bit_acc,msg_acc,msg_similarity,baseline_bit_acc,baseline_msg_acc,baseline_msg_similarity,hmm_bit_acc,hmm_msg_acc,hmm_msg_similarity,fb_bit_acc,fb_msg_acc,fb_msg_similarity,med_bit_acc,med_msg_acc,med_msg_similarity,latency,noise,message
0.8125,0,0.0,0.3125,0,0.0,0.4375,0,0.0,0.3125,0,0.0,0.3125,0,0.0,0.0006823539733886719,0.85,49
0.75,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0006806850433349609,0.85,78
0.625,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.0006906986236572266,0.85,65
0.8125,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.00067901611328125,0.85,01
0.8125,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.25,0,0.0,0.0006892681121826172,0.85,23
0.9375,0,0.5,0.375,0,0.0,0.5625,0,0.0,0.375,0,0.0,0.4375,0,0.0,0.0006811618804931641,0.85,49
0.625,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.0006797313690185547,0.85,78
0.8125,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0006823539733886719,0.85,65
0.9375,0,0.5,0.4375,0,0.0,0.3125,0,0.0,0.4375,0,0.0,0.375,0,0.0,0.0006833076477050781,0.85,01
0.75,0,0.0,0.375,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.0006787776947021484,0.85,23
0.6875,0,0.0,0.6875,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.0006649494171142578,0.85,49
0.8125,0,0.5,0.6875,0,0.0,0.5,0,0.0,0.5,0,0.0,0.625,0,0.0,0.0006711483001708984,0.85,78
0.875,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.375,0,0.0,0.0006732940673828125,0.85,65
0.8125,0,0.0,0.5625,0,0.0,0.3125,0,0.0,0.3125,0,0.0,0.4375,0,0.0,0.0006890296936035156,0.85,01
0.75,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0006711483001708984,0.85,23
0.8125,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.0006816387176513672,0.85,49
0.75,0,0.0,0.375,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.0006716251373291016,0.85,78
0.75,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0006422996520996094,0.85,65
0.875,0,0.0,0.75,0,0.0,0.6875,0,0.0,0.6875,0,0.0,0.625,0,0.0,0.0006558895111083984,0.85,01
0.75,0,0.0,0.375,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.375,0,0.0,0.0006673336029052734,0.85,23
0.8125,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.0006856918334960938,0.85,49
0.8125,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.0006816387176513672,0.85,78
0.875,0,0.5,0.625,0,0.0,0.375,0,0.0,0.625,0,0.0,0.625,0,0.0,0.0006849765777587891,0.85,65
0.875,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.0006890296936035156,0.85,01
0.6875,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.0006859302520751953,0.85,23
0.9375,0,0.5,0.5625,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0006735324859619141,0.85,49
0.8125,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.0006802082061767578,0.85,78
0.8125,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.0006420612335205078,0.85,65
0.8125,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.0006861686706542969,0.85,01
0.8125,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.375,0,0.0,0.0006804466247558594,0.85,23
0.6875,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.0006811618804931641,0.85,49
0.75,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.0006778240203857422,0.85,78
0.6875,0,0.0,0.4375,0,0.0,0.625,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.0006821155548095703,0.85,65
0.875,0,0.5,0.5625,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.6875,0,0.0,0.0006582736968994141,0.85,01
0.875,0,0.0,0.25,0,0.0,0.4375,0,0.0,0.375,0,0.0,0.4375,0,0.0,0.0006701946258544922,0.85,23
0.8125,0,0.0,0.25,0,0.0,0.4375,0,0.0,0.3125,0,0.0,0.375,0,0.0,0.000659942626953125,0.85,49
0.8125,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.0006811618804931641,0.85,78
0.875,0,0.0,0.375,0,0.0,0.5,0,0.0,0.375,0,0.0,0.5,0,0.0,0.0006844997406005859,0.85,65
0.875,0,0.0,0.5,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.0006680488586425781,0.85,01
0.75,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.0006816387176513672,0.85,23
0.75,0,0.0,0.6875,0,0.0,0.4375,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.0006864070892333984,0.85,49
0.8125,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.0006804466247558594,0.85,78
0.75,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.0006833076477050781,0.85,65
0.9375,0,0.5,0.5625,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.6875,0,0.0,0.0006701946258544922,0.85,01
0.75,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.5,0,0.0,0.0006716251373291016,0.85,23
0.8125,0,0.0,0.3125,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.0006844997406005859,0.85,49
0.8125,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.625,0,0.0,0.4375,0,0.0,0.0006561279296875,0.85,78
0.8125,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.0006821155548095703,0.85,65
0.875,0,0.0,0.75,0,0.0,0.6875,0,0.0,0.75,0,0.0,0.625,0,0.0,0.0006706714630126953,0.85,01
0.8125,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.375,0,0.0,0.5,0,0.0,0.0006692409515380859,0.85,23
0.75,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.000652313232421875,0.85,49
0.9375,0,0.5,0.625,0,0.0,0.5,0,0.0,0.625,0,0.0,0.5,0,0.0,0.0006415843963623047,0.85,78
0.6875,0,0.0,0.4375,0,0.0,0.625,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.0006690025329589844,0.85,65
0.875,0,0.0,0.8125,0,0.0,0.4375,0,0.0,0.625,0,0.0,0.625,0,0.0,0.0006413459777832031,0.85,01
0.8125,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.6875,0,0.0,0.0006701946258544922,0.85,23
0.875,0,0.5,0.375,0,0.0,0.4375,0,0.0,0.375,0,0.0,0.3125,0,0.0,0.0006711483001708984,0.85,49
0.9375,0,0.5,0.6875,0,0.0,0.5,0,0.0,0.625,0,0.0,0.4375,0,0.0,0.0006592273712158203,0.85,78
0.875,0,0.5,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0006794929504394531,0.85,65
0.9375,0,0.5,0.6875,0,0.0,0.6875,0,0.0,0.6875,0,0.0,0.6875,0,0.0,0.0006690025329589844,0.85,01
0.9375,0,0.5,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0006771087646484375,0.85,23
0.8125,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.375,0,0.0,0.0006806850433349609,0.85,49
0.8125,0,0.0,0.5,0,0.0,0.5,0,0.0,0.625,0,0.0,0.375,0,0.0,0.0006875991821289062,0.85,78
0.8125,0,0.5,0.4375,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.0006499290466308594,0.85,65
0.9375,0,0.5,0.3125,0,0.0,0.3125,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.0006668567657470703,0.85,01
0.6875,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.0006821155548095703,0.85,23
0.75,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.625,0,0.0,0.0006651878356933594,0.85,49
0.875,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.0006647109985351562,0.85,78
0.875,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.0006306171417236328,0.85,65
0.8125,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.0006783008575439453,0.85,01
0.875,0,0.5,0.75,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.3125,0,0.0,0.0006840229034423828,0.85,23
0.875,0,0.5,0.5,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.0006661415100097656,0.85,49
0.875,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.0006608963012695312,0.85,78
0.875,0,0.5,0.375,0,0.0,0.5,0,0.0,0.375,0,0.0,0.5,0,0.0,0.0008237361907958984,0.85,65
0.875,0,0.0,0.5625,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.0006654262542724609,0.85,01
0.75,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0006804466247558594,0.85,23
0.75,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.375,0,0.0,0.0006749629974365234,0.85,49
0.8125,0,0.0,0.375,0,0.0,0.5,0,0.0,0.375,0,0.0,0.375,0,0.0,0.0006785392761230469,0.85,78
0.875,0,0.5,0.4375,0,0.0,0.625,0,0.0,0.375,0,0.0,0.4375,0,0.0,0.0006580352783203125,0.85,65
0.875,0,0.0,0.375,0,0.0,0.3125,0,0.0,0.3125,0,0.0,0.375,0,0.0,0.0006768703460693359,0.85,01
0.8125,0,0.0,0.6875,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.3125,0,0.0,0.0006799697875976562,0.85,23
0.75,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.0006983280181884766,0.85,49
0.8125,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.0006475448608398438,0.85,78
0.75,0,0.0,0.375,0,0.0,0.5,0,0.0,0.375,0,0.0,0.4375,0,0.0,0.0006787776947021484,0.85,65
0.8125,0,0.0,0.6875,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.0006711483001708984,0.85,01
0.75,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.0006356239318847656,0.85,23
0.75,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.0007183551788330078,0.85,49
0.8125,0,0.0,0.625,0,0.5,0.5,0,0.0,0.625,0,0.0,0.375,0,0.0,0.0006816387176513672,0.85,78
0.8125,0,0.0,0.4375,0,0.0,0.625,0,0.0,0.5,0,0.0,0.375,0,0.0,0.0006511211395263672,0.85,65
0.875,0,0.0,0.75,0,0.0,0.6875,0,0.0,0.75,0,0.0,0.625,0,0.0,0.0006644725799560547,0.85,01
0.8125,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.0006611347198486328,0.85,23
0.6875,0,0.0,0.625,0,0.0,0.4375,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.0006723403930664062,0.85,49
0.875,0,0.5,0.5,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.0006625652313232422,0.85,78
0.75,0,0.0,0.4375,0,0.0,0.625,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0006656646728515625,0.85,65
0.75,0,0.0,0.375,0,0.0,0.4375,0,0.0,0.375,0,0.0,0.375,0,0.0,0.0006690025329589844,0.85,01
0.8125,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.0006659030914306641,0.85,23
0.875,0,0.5,0.4375,0,0.0,0.4375,0,0.0,0.375,0,0.0,0.625,0,0.0,0.0006778240203857422,0.85,49
0.6875,0,0.0,0.625,0,0.0,0.5,0,0.0,0.625,0,0.0,0.4375,0,0.0,0.0006778240203857422,0.85,78
0.875,0,0.5,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.0006663799285888672,0.85,65
0.875,0,0.0,0.625,0,0.0,0.6875,0,0.0,0.625,0,0.0,0.6875,0,0.0,0.0007183551788330078,0.85,01
0.75,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.0006494522094726562,0.85,23
0.5625,0,0.0,0.3125,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.3125,0,0.0,0.0006487369537353516,0.85,49
0.875,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.5,0,0.0,0.625,0,0.0,0.0006680488586425781,0.85,78
0.9375,0,0.5,0.625,0,0.0,0.625,0,0.0,0.625,0,0.0,0.3125,0,0.0,0.0006661415100097656,0.85,65
0.875,0,0.0,0.5625,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.0006508827209472656,0.85,01
0.8125,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0006651878356933594,0.85,23
0.8125,0,0.5,0.4375,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.0006732940673828125,0.85,49
0.8125,0,0.0,0.375,0,0.0,0.5,0,0.0,0.375,0,0.0,0.4375,0,0.0,0.0006656646728515625,0.85,78
0.8125,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.0006723403930664062,0.85,65
0.8125,0,0.0,0.625,0,0.0,0.6875,0,0.0,0.625,0,0.0,0.6875,0,0.0,0.000667572021484375,0.85,01
0.8125,0,0.5,0.4375,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.0006692409515380859,0.85,23
0.8125,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0006771087646484375,0.85,49
0.75,0,0.0,0.5,0,0.0,0.5,0,0.0,0.625,0,0.0,0.5,0,0.0,0.0006659030914306641,0.85,78
0.8125,0,0.0,0.5,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.0006573200225830078,0.85,65
0.9375,0,0.5,0.6875,0,0.0,0.6875,0,0.0,0.6875,0,0.0,0.6875,0,0.0,0.000659942626953125,0.85,01
0.875,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.375,0,0.0,0.0006587505340576172,0.85,23
0.6875,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.0006663799285888672,0.85,49
0.875,0,0.0,0.375,0,0.0,0.5,0,0.0,0.375,0,0.0,0.5,0,0.0,0.0006771087646484375,0.85,78
0.75,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.0006766319274902344,0.85,65
0.875,0,0.5,0.5,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.0006749629974365234,0.85,01
0.8125,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.0006656646728515625,0.85,23
0.6875,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.000682830810546875,0.85,49
0.75,0,0.0,0.625,0,0.0,0.5,0,0.0,0.625,0,0.0,0.5,0,0.0,0.0006742477416992188,0.85,78
0.6875,0,0.0,0.5625,0,0.0,0.375,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.0006663799285888672,0.85,65
0.9375,0,0.5,0.5625,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.75,0,0.0,0.0006482601165771484,0.85,01
0.75,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.6875,0,0.0,0.4375,0,0.0,0.0006623268127441406,0.85,23
0.9375,0,0.5,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.0006656646728515625,0.85,49
0.8125,0,0.0,0.625,0,0.0,0.5,0,0.0,0.625,0,0.0,0.625,0,0.0,0.0004916191101074219,0.85,78
0.8125,0,0.0,0.5,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.0006878376007080078,0.85,65
0.75,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.625,0,0.0,0.0006799697875976562,0.85,01
0.8125,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.0006730556488037109,0.85,23
0.875,0,0.5,0.625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.0006806850433349609,0.85,49
0.75,0,0.0,0.625,0,0.0,0.5,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.0006580352783203125,0.85,78
0.75,0,0.0,0.625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.0006735324859619141,0.85,65
0.8125,0,0.0,0.5625,0,0.0,0.3125,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0006754398345947266,0.85,01
0.75,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.0006382465362548828,0.85,23
0.8125,0,0.5,0.5,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.0006589889526367188,0.85,49
0.8125,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.5,0,0.0,0.625,0,0.0,0.0006806850433349609,0.85,78
0.75,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0006482601165771484,0.85,65
0.875,0,0.0,0.5625,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.0006780624389648438,0.85,01
0.75,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.0006635189056396484,0.85,23
0.9375,0,0.5,0.5625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.0006730556488037109,0.85,49
0.8125,0,0.0,0.625,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.000713348388671875,0.85,78
0.875,0,0.5,0.4375,0,0.0,0.5,0,0.0,0.375,0,0.0,0.4375,0,0.0,0.0006749629974365234,0.85,65
0.875,0,0.5,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0006642341613769531,0.85,01
0.9375,0,0.5,0.75,0,0.0,0.5625,0,0.0,0.375,0,0.0,0.3125,0,0.0,0.0006685256958007812,0.85,23
0.8125,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.0006365776062011719,0.85,49
0.5625,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.0006680488586425781,0.85,78
0.8125,0,0.0,0.625,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.3125,0,0.0,0.0006754398345947266,0.85,65
0.75,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0006766319274902344,0.85,01
0.8125,0,0.0,0.6875,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.3125,0,0.0,0.0006773471832275391,0.85,23
0.75,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.0006816387176513672,0.85,49
0.75,0,0.0,0.5,0,0.0,0.5,0,0.0,0.625,0,0.0,0.5,0,0.0,0.0006513595581054688,0.85,78
0.6875,0,0.0,0.5,0,0.0,0.375,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.0006644725799560547,0.85,65
0.875,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.0006799697875976562,0.85,01
0.75,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0006582736968994141,0.85,23
0.8125,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.0006771087646484375,0.85,49
0.75,0,0.5,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.0006673336029052734,0.85,78
0.75,0,0.0,0.5625,0,0.0,0.375,0,0.0,0.375,0,0.0,0.3125,0,0.0,0.0006768703460693359,0.85,65
0.875,0,0.0,0.75,0,0.0,0.4375,0,0.0,0.75,0,0.0,0.625,0,0.0,0.0006482601165771484,0.85,01
0.75,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0006506443023681641,0.85,23
0.6875,0,0.0,0.8125,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.0006632804870605469,0.85,49
1.0,1,1.0,0.4375,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.0006799697875976562,0.85,78
0.75,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0006809234619140625,0.85,65
0.875,0,0.0,0.625,0,0.0,0.6875,0,0.0,0.625,0,0.0,0.625,0,0.0,0.0006651878356933594,0.85,01
0.8125,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.0006659030914306641,0.85,23
0.75,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.0006728172302246094,0.85,49
0.75,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0006761550903320312,0.85,78
0.75,0,0.0,0.625,0,0.0,0.375,0,0.0,0.625,0,0.0,0.4375,0,0.0,0.0006742477416992188,0.85,65
0.8125,0,0.0,0.6875,0,0.0,0.4375,0,0.0,0.6875,0,0.0,0.625,0,0.0,0.0006837844848632812,0.85,01
0.75,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.0006787776947021484,0.85,23
0.8125,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.6875,0,0.0,0.5,0,0.0,0.0006794929504394531,0.85,49
0.875,0,0.5,0.5625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.0006759166717529297,0.85,78
0.9375,0,0.5,0.4375,0,0.0,0.5,0,0.0,0.5,0,0.0,0.625,0,0.0,0.0006759166717529297,0.85,65
0.8125,0,0.0,0.75,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.0006508827209472656,0.85,01
0.8125,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.0006670951843261719,0.85,23
0.75,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.0006566047668457031,0.85,49
0.875,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0006580352783203125,0.85,78
0.9375,0,0.5,0.5,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.0006461143493652344,0.85,65
0.875,0,0.0,0.8125,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.5,0,0.0,0.0006582736968994141,0.85,01
0.8125,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.3125,0,0.0,0.4375,0,0.0,0.0006639957427978516,0.85,23
0.6875,0,0.0,0.75,0,0.0,0.5625,0,0.0,0.6875,0,0.0,0.4375,0,0.0,0.0006880760192871094,0.85,49
0.75,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.000698089599609375,0.85,78
0.75,0,0.0,0.1875,0,0.0,0.5,0,0.0,0.25,0,0.0,0.375,0,0.0,0.0006678104400634766,0.85,65
0.875,0,0.0,0.5625,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.0006680488586425781,0.85,01
0.8125,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0006651878356933594,0.85,23
0.75,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.0006668567657470703,0.85,49
0.875,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0006759166717529297,0.85,78
0.875,0,0.0,0.375,0,0.0,0.5,0,0.0,0.375,0,0.0,0.375,0,0.0,0.0006844997406005859,0.85,65
0.9375,0,0.5,0.6875,0,0.0,0.6875,0,0.0,0.6875,0,0.0,0.6875,0,0.0,0.0006492137908935547,0.85,01
0.6875,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5,0,0.0,0.000637054443359375,0.85,23
0.6875,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.0006802082061767578,0.85,49
0.8125,0,0.0,0.5,0,0.0,0.5,0,0.0,0.625,0,0.0,0.375,0,0.0,0.0006787776947021484,0.85,78
0.875,0,0.5,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.0006759166717529297,0.85,65
0.875,0,0.5,0.75,0,0.5,0.5625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.0006725788116455078,0.85,01
0.75,0,0.0,0.375,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.375,0,0.0,0.0006797313690185547,0.85,23
0.75,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0007078647613525391,0.85,49
0.875,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.0006594657897949219,0.85,78
0.8125,0,0.0,0.625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.3125,0,0.0,0.0006811618804931641,0.85,65
0.8125,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.0006463527679443359,0.85,01
0.6875,0,0.0,0.375,0,0.0,0.4375,0,0.0,0.3125,0,0.0,0.4375,0,0.0,0.0006477832794189453,0.85,23
0.6875,0,0.0,0.625,0,0.0,0.4375,0,0.0,0.625,0,0.0,0.4375,0,0.0,0.0006625652313232422,0.85,49
0.8125,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.0006656646728515625,0.85,78
